QUESTIONNAIRE_ID,ASW_ROUGE_SCORE_MEAN,ASW_ROUGE_SCORE_VAR,QST_ROUGE_SCORE_MEAN,QST_ROUGE_SCORE_VAR
1146002,,,,
1146004,,,,
1173001,,,,
1173002,,,,
1173003,,,,
1173004,,,,
1173005,,,,
1213249,0.0,0.0,0.41023559773559776,0.05386636329131336
1433792,,,,
5100002,,,,
5100003,,,,
500000002,0.0,0.0,0.11322751322751319,0.0003661711598219535
500000003,,,,
500000005,0.25,0.21428571428571427,0.32251082251082247,0.02632540619553607
500100002,,,,
500100003,,,,
500100004,,,,
500100005,,,,
500100006,,,,
500100007,,,,
500100008,0.0,0.0,0.20514700747258882,0.0011773170858432446
500100009,,,,
500100010,,,,
500100011,,,,
500100012,,,,
500100013,0.0,0.0,0.4723001402524544,0.04087127165503797
500100014,0.0,0.0,0.3330288637194008,0.0011572626381810382
500100015,,,,
500100016,,,,
500100017,,,,
500100018,,,,
500100019,,,,
500100020,,,,
500100021,,,,
500100022,,,,
500100023,,,,
500100024,,,,
500100025,,,,
500100026,,,,
500100027,,,,
500100028,0.0,0.0,0.4716091954022988,0.058280182322631754
500100029,,,,
500100030,,,,
500100031,,,,
500100032,,,,
500100033,,,,
500100034,,,,
500100035,,,,
500100036,,,,
500100037,0.0,0.0,0.3227513227513228,0.05400184765264132
500100038,,,,
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,,,,
500100044,,,,
500100045,,,,
500100046,0.11296296296296297,0.08309390198279086,0.20156169994879672,0.0002054659301574719
500100047,0.0,0.0,0.4251105216622458,0.0010428085284025991
500100048,,,,
500100049,,,,
500100050,,,,
500100051,0.06666666666666667,0.030952380952380953,0.4765784832451499,0.013867924563515394
500100052,,,,
500100053,,,,
500100054,,,,
500100055,,,,
500100056,,,,
500100057,,,,
500100058,,,,
500100059,,,,
500100060,,,,
500100061,,,,
500100062,,,,
500100063,,,,
500100064,,,,
500100065,,,,
500100066,,,,
