QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,,,,
1146004,,,,
1173001,,,,
1173002,,,,
1173003,,,,
1173004,,,,
1173005,,,,
1213249,0.0,0.0,0.20721424916311673,0.03438117459308094
1433792,,,,
5100002,,,,
5100003,,,,
500000002,0.0,0.0,0.054032855519286334,3.5747901395096173e-05
500000003,,,,
500000005,0.25,0.21428571428571427,0.12715256934933702,0.005301765054934369
500100002,,,,
500100003,,,,
500100004,,,,
500100005,,,,
500100006,,,,
500100007,,,,
500100008,0.0,0.0,0.05809908028862513,3.785280799731578e-05
500100009,,,,
500100010,,,,
500100011,,,,
500100012,,,,
500100013,0.0,0.0,0.2563667302967542,0.03816027145727614
500100014,0.0,0.0,0.1032165618899618,0.0008709797388108272
500100015,,,,
500100016,,,,
500100017,,,,
500100018,,,,
500100019,,,,
500100020,,,,
500100021,,,,
500100022,,,,
500100023,,,,
500100024,,,,
500100025,,,,
500100026,,,,
500100027,,,,
500100028,0.0,0.0,0.27718604108450084,0.03214745248734571
500100029,,,,
500100030,,,,
500100031,,,,
500100032,,,,
500100033,,,,
500100034,,,,
500100035,,,,
500100036,,,,
500100037,0.0,0.0,0.0688432482516053,0.0005495610541159178
500100038,,,,
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,,,,
500100044,,,,
500100045,,,,
500100046,0.04014638053703077,0.014221034239759484,0.06049981518999437,0.00016772316021922354
500100047,0.0,0.0,0.3199851894698316,0.0017257424397699988
500100048,,,,
500100049,,,,
500100050,,,,
500100051,0.024821982740393548,0.004290911117752038,0.2669028659033582,0.013864324627308666
500100052,,,,
500100053,,,,
500100054,,,,
500100055,,,,
500100056,,,,
500100057,,,,
500100058,,,,
500100059,,,,
500100060,,,,
500100061,,,,
500100062,,,,
500100063,,,,
500100064,,,,
500100065,,,,
500100066,,,,
