QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
1213249,0.0,0,Excellent,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,1,Good,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,2,Fair,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,3,Poor,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
500000002,0.0,0,Very Satisfied,Agree,0.0,0.0,0.0
500000002,0.0,1,Satisfied,Agree,0.0,0.0,0.0
500000002,0.0,2,Neutral,Agree,0.0,0.0,0.0
500000002,0.0,3,Dissatisfied,Agree,0.0,0.0,0.0
500000002,0.0,4,Very Dissatisfied,Agree,0.0,0.0,0.0
500000002,1.0,0,Excellent,Agree,0.0,0.0,0.0
500000002,1.0,1,Good,Agree,0.0,0.0,0.0
500000002,1.0,2,Fair,Agree,0.0,0.0,0.0
500000002,1.0,3,Poor,Agree,0.0,0.0,0.0
500000002,1.0,4,Very Poor,Agree,0.0,0.0,0.0
500000002,2.0,0,Very Effective,Agree,0.0,0.0,0.0
500000002,2.0,1,Effective,Agree,0.0,0.0,0.0
500000002,2.0,2,Somewhat Effective,Agree,0.0,0.0,0.0
500000002,2.0,3,Somewhat Ineffective,Agree,0.0,0.0,0.0
500000002,2.0,4,Very Ineffective,Agree,0.0,0.0,0.0
500000005,0.0,0,Excellent,Excellent,1.0,0.25,0.25000000000000006
500000005,0.0,1,Good,Good,1.0,0.25,0.25000000000000006
500000005,0.0,2,Fair,Excellent,0.0,0.0,0.0
500000005,0.0,3,Poor,Excellent,0.0,0.0,0.0
500000005,1.0,0,The instructor's expertise,Laptop,0.0,0.0,0.0
500000005,1.0,1,The course materials,Laptop,0.0,0.0,0.0
500000005,1.0,2,The interaction with peers,Laptop,0.0,0.0,0.0
500000005,1.0,3,The flexibility of the course,Laptop,0.0,0.0,0.0
500100008,0.0,0,Strongly Agree,Executive/Senior Management,0.0,0.0,0.0
500100008,0.0,1,Somewhat Agree,Executive/Senior Management,0.0,0.0,0.0
500100008,0.0,2,Neither Agree nor Disagree,Executive/Senior Management,0.0,0.0,0.0
500100008,0.0,3,Somewhat Disagree,Executive/Senior Management,0.0,0.0,0.0
500100008,0.0,4,Strongly Disagree,Executive/Senior Management,0.0,0.0,0.0
500100008,1.0,0,Strongly Agree,Less than 1 year,0.0,0.0,0.0
500100008,1.0,1,Somewhat Agree,Less than 1 year,0.0,0.0,0.0
500100008,1.0,2,Neither Agree nor Disagree,Less than 1 year,0.0,0.0,0.0
500100008,1.0,3,Somewhat Disagree,Less than 1 year,0.0,0.0,0.0
500100008,1.0,4,Strongly Disagree,Less than 1 year,0.0,0.0,0.0
500100008,2.0,0,Strongly Agree,Just 1,0.0,0.0,0.0
500100008,2.0,1,Somewhat Agree,Just 1,0.0,0.0,0.0
500100008,2.0,2,Neither Agree nor Disagree,Just 1,0.0,0.0,0.0
500100008,2.0,3,Somewhat Disagree,Just 1,0.0,0.0,0.0
500100008,2.0,4,Strongly Disagree,Just 1,0.0,0.0,0.0
500100013,0.0,0,Very Satisfied,Executive/Senior Management,0.0,0.0,0.0
500100013,0.0,1,Satisfied,Executive/Senior Management,0.0,0.0,0.0
500100013,0.0,2,Neutral,Executive/Senior Management,0.0,0.0,0.0
500100013,0.0,3,Dissatisfied,Executive/Senior Management,0.0,0.0,0.0
500100013,0.0,4,Very Dissatisfied,Executive/Senior Management,0.0,0.0,0.0
500100013,1.0,0,Excellent communication skills,Less than 1 year,0.0,0.0,0.0
500100013,1.0,1,Strong problem-solving skills,Less than 1 year,0.0,0.0,0.0
500100013,1.0,2,Effective time management,Less than 1 year,0.0,0.0,0.0
500100013,1.0,3,Strong leadership skills,Less than 1 year,0.0,0.0,0.0
500100013,1.0,4,Other (please specify),Less than 1 year,0.0,0.0,0.0
