QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
1146002,0.0,0,Yes,Completely Disagree,0.0,0.0,0.0
1146002,0.0,1,No,Completely Disagree,0.0,0.0,0.0
1146002,1.0,0,Yes,Completely Disagree,0.0,0.0,0.0
1146002,1.0,1,No,Completely Disagree,0.0,0.0,0.0
1146002,2.0,0,Yes,Completely Disagree,0.0,0.0,0.0
1146002,2.0,1,No,Completely Disagree,0.0,0.0,0.0
1146002,3.0,0,Yes,Completely Disagree,0.0,0.0,0.0
1146002,3.0,1,No,Completely Disagree,0.0,0.0,0.0
1146002,4.0,0,Yes,Completely Disagree,0.0,0.0,0.0
1146002,4.0,1,No,Completely Disagree,0.0,0.0,0.0
1146002,5.0,0,Yes,Completely Disagree,0.0,0.0,0.0
1146002,5.0,1,No,Completely Disagree,0.0,0.0,0.0
1146002,6.0,0,Yes,Completely Disagree,0.0,0.0,0.0
1146002,6.0,1,No,Completely Disagree,0.0,0.0,0.0
1146004,0.0,0,1,Happy,0.0,0.0,0.0
1146004,0.0,1,2,Happy,0.0,0.0,0.0
1146004,0.0,2,3,Happy,0.0,0.0,0.0
1146004,0.0,3,4,Happy,0.0,0.0,0.0
1146004,0.0,4,5,Happy,0.0,0.0,0.0
1146004,0.0,5,6,Happy,0.0,0.0,0.0
1146004,0.0,6,7,Happy,0.0,0.0,0.0
1146004,0.0,7,8,Happy,0.0,0.0,0.0
1146004,0.0,8,9,Happy,0.0,0.0,0.0
1146004,0.0,9,10,Happy,0.0,0.0,0.0
1146004,1.0,0,Yes,Happy,0.0,0.0,0.0
1146004,1.0,1,No,Happy,0.0,0.0,0.0
1146004,2.0,0,I prefer to have natural light in my workspace,Happy,0.0,0.0,0.0
1146004,2.0,1,I don't mind about natural light in my workspace,Happy,0.0,0.0,0.0
1146004,2.0,2,I prefer to not have natural light in my workspace,Happy,0.0,0.0,0.0
1146004,3.0,0,1,Happy,0.0,0.0,0.0
1146004,3.0,1,2,Happy,0.0,0.0,0.0
1146004,3.0,2,3,Happy,0.0,0.0,0.0
1146004,3.0,3,4,Happy,0.0,0.0,0.0
1146004,3.0,4,5,Happy,0.0,0.0,0.0
1146004,3.0,5,6,Happy,0.0,0.0,0.0
1146004,3.0,6,7,Happy,0.0,0.0,0.0
1146004,3.0,7,8,Happy,0.0,0.0,0.0
1146004,3.0,8,9,Happy,0.0,0.0,0.0
1146004,3.0,9,10,Happy,0.0,0.0,0.0
1146004,4.0,0,Yes,Happy,0.0,0.0,0.0
1146004,4.0,1,No,Happy,0.0,0.0,0.0
1146004,5.0,0,1,Happy,0.0,0.0,0.0
1146004,5.0,1,2,Happy,0.0,0.0,0.0
1146004,5.0,2,3,Happy,0.0,0.0,0.0
1146004,5.0,3,4,Happy,0.0,0.0,0.0
1146004,5.0,4,5,Happy,0.0,0.0,0.0
1146004,5.0,5,6,Happy,0.0,0.0,0.0
1146004,5.0,6,7,Happy,0.0,0.0,0.0
1146004,5.0,7,8,Happy,0.0,0.0,0.0
1146004,5.0,8,9,Happy,0.0,0.0,0.0
1146004,5.0,9,10,Happy,0.0,0.0,0.0
1146004,6.0,0,I prefer to work remotely,Happy,0.0,0.0,0.0
1146004,6.0,1,I prefer to work in-person,Happy,0.0,0.0,0.0
1146004,6.0,2,I don't mind whether I work remotely or in-person,Happy,0.0,0.0,0.0
1173003,0.0,0,Yes,Yes,1.0,0.5,0.5
1173003,0.0,1,No,No,1.0,0.5,0.5
1173003,1.0,0,Strongly agree,Yes,0.0,0.0,0.0
1173003,1.0,1,Agree,Yes,0.0,0.0,0.0
