QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
500100043,0.0,0,Very clear,Executive/Senior Management,0.0,0.0,0.0
500100043,0.0,1,Somewhat clear,Executive/Senior Management,0.0,0.0,0.0
500100043,0.0,2,Not very clear,Executive/Senior Management,0.0,0.0,0.0
500100043,0.0,3,Not clear at all,Executive/Senior Management,0.0,0.0,0.0
500100043,1.0,0,Very relevant,Yes,0.0,0.0,0.0
500100043,1.0,1,Somewhat relevant,Yes,0.0,0.0,0.0
500100043,1.0,2,Not very relevant,Not sure,0.135315205395163,0.045105068465054333,0.006103401603711718
500100043,1.0,3,Not relevant at all,Not sure,0.1074823381273985,0.03582744604246617,0.0038508176697774742
500100043,2.0,0,Too detailed,Very involved,0.0,0.0,0.0
500100043,2.0,1,Just right,Very involved,0.0,0.0,0.0
500100043,2.0,2,Too high-level,Very involved,0.0,0.0,0.0
500100043,2.0,3,Not detailed enough,Not very involved,0.135315205395163,0.04645455737150413,0.004230211977813255
500100043,3.0,0,"Yes, strongly",Very clear,0.0,0.0,0.0
500100043,3.0,1,"Yes, somewhat",Very clear,0.0,0.0,0.0
500100043,3.0,2,"No, somewhat",Very clear,0.0,0.0,0.0
500100043,3.0,3,"No, strongly",Very clear,0.0,0.0,0.0
500100062,0.0,0,Friendly and collaborative,Less than 1 year,0.0,0.0,0.0
500100062,0.0,1,Professional and formal,Less than 1 year,0.0,0.0,0.0
500100062,0.0,2,Stressful and chaotic,Less than 1 year,0.0,0.0,0.0
500100062,0.0,3,Other (please specify): __________________,Less than 1 year,0.0,0.0,0.0
500100062,1.0,0,"Yes, always",1,0.0,0.0,0.0
500100062,1.0,1,"Yes, sometimes",1,0.0,0.0,0.0
500100062,1.0,2,"No, not often",1,0.0,0.0,0.0
500100062,1.0,3,"No, never",1,0.0,0.0,0.0
500100062,2.0,0,1,Collaboration and Teamwork,0.0,0.0,0.0
500100062,2.0,1,2,Collaboration and Teamwork,0.0,0.0,0.0
500100062,2.0,2,3,Collaboration and Teamwork,0.0,0.0,0.0
500100062,2.0,3,4,Collaboration and Teamwork,0.0,0.0,0.0
500100062,2.0,4,5,Collaboration and Teamwork,0.0,0.0,0.0
500100062,2.0,5,6,Collaboration and Teamwork,0.0,0.0,0.0
500100062,2.0,6,7,Collaboration and Teamwork,0.0,0.0,0.0
500100062,2.0,7,8,Collaboration and Teamwork,0.0,0.0,0.0
500100062,2.0,8,9,Collaboration and Teamwork,0.0,0.0,0.0
500100062,2.0,9,10,Collaboration and Teamwork,0.0,0.0,0.0
500100062,4.0,0,1,Yes,0.0,0.0,0.0
500100062,4.0,1,2,Yes,0.0,0.0,0.0
500100062,4.0,2,3,Yes,0.0,0.0,0.0
500100062,4.0,3,4,Yes,0.0,0.0,0.0
500100062,4.0,4,5,Yes,0.0,0.0,0.0
500100062,4.0,5,6,Yes,0.0,0.0,0.0
500100062,4.0,6,7,Yes,0.0,0.0,0.0
500100062,4.0,7,8,Yes,0.0,0.0,0.0
500100062,4.0,8,9,Yes,0.0,0.0,0.0
500100062,4.0,9,10,Yes,0.0,0.0,0.0
500100062,5.0,0,"Yes, always",Yes,0.0,0.0,0.0
500100062,5.0,1,"Yes, sometimes",Yes,0.0,0.0,0.0
500100062,5.0,2,"No, not often",Yes,0.0,0.0,0.0
500100062,5.0,3,"No, never",Yes,0.0,0.0,0.0
