QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1173001,0.0,0,Less than 1 year,Very satisfied,0.0,0.0,0.0
1173001,0.0,1,1-3 years,Very satisfied,0.0,0.0,0.0
1173001,0.0,2,3-5 years,Very satisfied,0.0,0.0,0.0
1173001,0.0,3,5-10 years,Very satisfied,0.0,0.0,0.0
1173001,0.0,4,More than 10 years,Very satisfied,0.0,0.0,0.0
1173001,1.0,0,Prefer working remotely,Very satisfied,0.0,0.0,0.0
1173001,1.0,1,Required by job,Very satisfied,0.0,0.0,0.0
1173001,1.0,2,Personal preference,Very satisfied,0.0,0.0,0.0
1173001,1.0,3,Temporary due to COVID-19,Very satisfied,0.0,0.0,0.0
1173001,1.0,4,Other (please specify): __________________,Very satisfied,0.0,0.0,0.0
1173001,2.0,0,Very satisfied,Too many distractions at home,0.0,0.0,0.0
1173001,2.0,1,Satisfied,Too many distractions at home,0.0,0.0,0.0
1173001,2.0,2,Neutral,Too many distractions at home,0.0,0.0,0.0
1173001,2.0,3,Dissatisfied,Too many distractions at home,0.0,0.0,0.0
1173001,2.0,4,Very dissatisfied,Too many distractions at home,0.0,0.0,0.0
1173001,3.0,0,Much more productive,No,0.0,0.0,0.0
1173001,3.0,1,More productive,No,0.0,0.0,0.0
1173001,3.0,2,Neutral,No,0.0,0.0,0.0
1173001,3.0,3,Less productive,No,0.0,0.0,0.0
1173001,3.0,4,Much less productive,No,0.0,0.0,0.0
1173001,6.0,0,"Yes, always",Strongly agree,0.0,0.0,0.0
1173001,6.0,1,"Yes, sometimes",Strongly agree,0.0,0.0,0.0
1173001,6.0,2,"No, not often",Strongly agree,0.0,0.0,0.0
1173001,6.0,3,"No, never",Strongly agree,0.0,0.0,0.0
1173001,7.0,0,"Yes, always",Keeping enough free time for family,0.0,0.0,0.0
1173001,7.0,1,"Yes, sometimes",Keeping enough free time for family,0.0,0.0,0.0
1173001,7.0,2,"No, not often",Keeping enough free time for family,0.0,0.0,0.0
1173001,7.0,3,"No, never",Keeping enough free time for family,0.0,0.0,0.0
500100036,0.0,0,Very poor,Very Poor,0.1861648705529516,0.037232974110590324,0.006931471805599446
500100036,0.0,1,Poor,Poor,1.0,0.27357588823428847,0.1902791125301783
500100036,0.0,2,Neutral,Excellent,0.0,0.0,0.0
500100036,0.0,3,Good,Good,1.0,0.2,0.20000000000000004
500100036,0.0,4,Very good,Very Poor,0.1861648705529516,0.037232974110590324,0.006931471805599446
500100036,1.0,0,Very poor,Yes,0.0,0.0,0.0
500100036,1.0,1,Poor,Yes,0.0,0.0,0.0
500100036,1.0,2,Neutral,Yes,0.0,0.0,0.0
500100036,1.0,3,Good,Yes,0.0,0.0,0.0
500100036,1.0,4,Very good,Yes,0.0,0.0,0.0
500100036,2.0,0,Very poor,1,0.0,0.0,0.0
500100036,2.0,1,Poor,1,0.0,0.0,0.0
500100036,2.0,2,Neutral,1,0.0,0.0,0.0
500100036,2.0,3,Good,1,0.0,0.0,0.0
500100036,2.0,4,Very good,1,0.0,0.0,0.0
500100036,3.0,0,Very poor,Yes,0.0,0.0,0.0
500100036,3.0,1,Poor,Yes,0.0,0.0,0.0
500100036,3.0,2,Neutral,Yes,0.0,0.0,0.0
500100036,3.0,3,Good,Yes,0.0,0.0,0.0
500100036,3.0,4,Very good,Yes,0.0,0.0,0.0
500100036,4.0,0,Very poor,Yes,0.0,0.0,0.0
500100036,4.0,1,Poor,Yes,0.0,0.0,0.0
500100036,4.0,2,Neutral,Yes,0.0,0.0,0.0
500100036,4.0,3,Good,Yes,0.0,0.0,0.0
500100036,4.0,4,Very good,Yes,0.0,0.0,0.0
500100036,5.0,0,Very poor,Yes,0.0,0.0,0.0
500100036,5.0,1,Poor,Yes,0.0,0.0,0.0
500100036,5.0,2,Neutral,Yes,0.0,0.0,0.0
500100036,5.0,3,Good,Yes,0.0,0.0,0.0
500100036,5.0,4,Very good,Yes,0.0,0.0,0.0
500100042,0.0,0,"Yes, I think the current recognition and rewards system is effective.",Executive/Senior Management,0.0,0.0,0.0
500100042,0.0,1,"No, I think the current recognition and rewards system is ineffective.",Executive/Senior Management,0.0,0.0,0.0
500100042,0.0,2,"Partially effective, I think the recognition and rewards system needs improvement.",Executive/Senior Management,0.0,0.0,0.0
500100042,1.0,0,"The recognition and rewards system is completely transparent, and all employees know how they are evaluated.",Less than 1 year,0.0,0.0,0.0
500100042,1.0,1,"The recognition and rewards system is partially transparent, and some employees are not aware of the criteria used to evaluate them.",Less than 1 year,0.0,0.0,0.0
500100042,1.0,2,"The recognition and rewards system is not transparent, and employees are not aware of the criteria used to evaluate them.",Less than 1 year,0.0,0.0,0.0
500100042,2.0,0,The recognition and rewards system is communicated clearly and frequently to all employees.,I feel extremely valued and appreciated.,0.0405487152208931,0.02432922913253586,0.0004932594918195264
500100042,2.0,1,"The recognition and rewards system is communicated only to some employees, and not to all.",I do not feel valued at all.,0.050784795260207,0.031703122917839076,0.00035557464008369736
500100042,2.0,2,The recognition and rewards system is not communicated at all.,I do not feel valued at all.,0.1825741858350553,0.06686337975471399,0.004663764803882827
500100042,3.0,0,"Yes, I think the recognition and rewards system is fair.",Yes,0.0,0.0,0.0
500100042,3.0,1,"No, I think the recognition and rewards system is not fair.",Yes,0.0,0.0,0.0
500100042,4.0,0,"Yes, I think the recognition and rewards system motivates employees.",Very satisfied,0.0,0.0,0.0
500100042,4.0,1,"No, I think the recognition and rewards system does not motivate employees.",Very satisfied,0.0,0.0,0.0
500100042,4.0,2,The recognition and rewards system has both positive and negative effects on employee motivation.,Very satisfied,0.0,0.0,0.0
