QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1173001,0,How long have you been working remotely?,How satisfied are you with your experience working from home?,0.0768017590658973,0.04158192219177309,0.0002663425670094066
1173001,1,What is your primary reason for working remotely?,How satisfied are you with your experience working from home?,0.0671151741972847,0.0428037452533563,0.0003596939733151955
1173001,2,How would you rate your overall remote working experience?,What would you recommend to improve for the near future?,0.1491398861357283,0.06589847535322728,0.0012847837661005038
1173001,3,Do you feel that your productivity has increased or decreased since working remotely?,Do you have a dedicated room or workspace where you can work at your home?,0.1372945066404076,0.06608144224364333,0.0007340356562449679
1173001,4,What do you like most about working remotely?,How often do you exceed your regular scheduled time when working from home?,0.1238889472889624,0.052222026776875374,0.0008630565167098335
1173001,5,What do you like least about working remotely?,How often do you exceed your regular scheduled time when working from home?,0.1238889472889624,0.052222026776875374,0.0008630565167098335
1173001,6,Do you feel that your communication with colleagues is as effective as it was pre-remote work?,Do you have a dedicated room or workspace where you can work at your home?,0.1118033988749895,0.052636613631562225,0.0005406410320398197
1173001,7,Do you feel that your company has provided you with the necessary tools and resources to be successful in a remote environment?,Do you have a dedicated room or workspace where you can work at your home?,0.1040312973220598,0.054655058217119565,0.0004634092923339274
1173001,8,What challenges have you faced while working remotely?,Rate the biggest difficulties you are experiencing while working from home (from the biggest)?,0.1093316122469756,0.0513083061514142,0.00064323038303989
500100036,0,How would you rate the communication during your onboarding process?,How would you rate the communication received from the company prior to your start date?,0.3782383205364411,0.14358603456019026,0.011638095462190247
500100036,1,How would you rate the training materials provided during your onboarding process?,How would you rate the communication received from the company prior to your start date?,0.3320817696982678,0.14667943974384476,0.008300363406486688
500100036,2,How would you rate the support from your manager during your onboarding process?,How would you rate the communication received from the company prior to your start date?,0.3632471209458247,0.14529991974710035,0.010618780503287779
500100036,3,How would you rate the onboarding process as a whole?,How would you rate the communication received from the company prior to your start date?,0.2859212949869023,0.15975694004298438,0.00903990541501118
500100036,4,How well do you feel your values align with the company's values?,What aspects of the onboarding process do you think could be improved?,0.1507556722888818,0.06889751164677797,0.0013664787174732763
500100036,5,Do you feel that the onboarding process prepared you well for your role?,What aspects of the onboarding process did you find most beneficial?,0.2264554068289191,0.13087751171932238,0.004842250144075339
500100036,6,Do you feel that the onboarding process was effective in making you feel part of the team?,What aspects of the onboarding process did you find most beneficial?,0.234834109156931,0.12109356689784395,0.005632204632030906
500100036,7,Do you feel that the onboarding process was effective in making you feel comfortable with the company's technology?,What aspects of the onboarding process did you find most beneficial?,0.1616904166908886,0.10203169311519374,0.001918747928844215
500100036,8,Do you feel that the onboarding process was effective in making you feel comfortable with the company's policies and procedures?,What aspects of the onboarding process did you find most beneficial?,0.1450952500220023,0.09898457326058555,0.0014008257735926165
500100036,9,Do you feel that the onboarding process was effective in making you feel comfortable with your new role?,What aspects of the onboarding process did you find most beneficial?,0.1616904166908886,0.10493962457018308,0.001832701150321209
500100036,10,Do you feel that the onboarding process was effective in making you feel comfortable with your new team?,What aspects of the onboarding process did you find most beneficial?,0.1616904166908886,0.10493962457018308,0.001832701150321209
500100036,11,How would you rate the effectiveness of the onboarding process in terms of retention?,How would you rate the communication received from the company prior to your start date?,0.3381028973520135,0.17667340243383584,0.01234361897077721
500100036,12,How would you rate the overall onboarding experience?,How would you rate the communication received from the company prior to your start date?,0.2491227060323351,0.07393412245857725,0.005315293371370706
500100036,13,Do you have any suggestions for improving the onboarding process?,Were you introduced to key team members and stakeholders during the onboarding process?,0.2208693200553015,0.13775683736919148,0.005308110889833828
500100042,0,Do you think that the current recognition and rewards system is effective?,How can the company improve its recognition and rewards programs to better motivate and engage employees?,0.176397814703806,0.0861897371529654,0.0020982309485274558
500100042,1,What do you think about the transparency of the recognition and rewards system?,What forms of recognition or rewards do you find most meaningful and motivating?,0.2118296364340808,0.1136578656274221,0.004256749614297563
500100042,2,What is your opinion about the communication of the recognition and rewards system?,What is your role in the company?,0.2264554068289191,0.10738593777635086,0.004949213428404166
500100042,3,Do you think that the recognition and rewards system is fair?,How can the company improve its recognition and rewards programs to better motivate and engage employees?,0.1711756825399795,0.08615366930031845,0.0018482018515916087
500100042,4,Do you think that the recognition and rewards system motivates employees?,How can the company improve its recognition and rewards programs to better motivate and engage employees?,0.191380231127159,0.0862618124185819,0.0025619460511864768
500100042,5,Do you think that the recognition and rewards system is consistent?,How can the company improve its recognition and rewards programs to better motivate and engage employees?,0.1711756825399795,0.08615366930031845,0.0018482018515916087
500100042,6,Do you think that the recognition and rewards system is perceived as fair?,How can the company improve its recognition and rewards programs to better motivate and engage employees?,0.1797880784668609,0.08512434934009375,0.002317581741822244
500100042,7,Do you think that the recognition and rewards system is positively perceived?,How can the company improve its recognition and rewards programs to better motivate and engage employees?,0.176397814703806,0.0861897371529654,0.0020982309485274558
500100042,8,Do you think that the recognition and rewards system is understandable?,How can the company improve its recognition and rewards programs to better motivate and engage employees?,0.1711756825399795,0.08615366930031845,0.0018482018515916087
