QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,,,,
1146004,0.0,0.0,0.0,0.0
1173001,,,,
1173002,,,,
1173003,0.125,0.11666666666666667,0.08413144867781032,0.0028544385199476777
1173004,,,,
1173005,0.0,0.0,0.05772751663650338,9.311349907625626e-05
1213249,5.614381829280071e-05,1.5644274389203975e-08,0.22225868862609785,0.043281961458598674
1433792,,,,
5100002,,,,
5100003,,,,
500000002,,,,
500000003,,,,
500000005,0.0,0.0,0.17279880488084548,0.00944821632912471
500100002,0.13333333333333333,0.12380952380952379,0.24356936146155628,0.019144802845334097
500100003,,,,
500100004,0.03169427007068806,0.0033218373253457298,0.34663636929206854,0.016345520801842664
500100005,0.2222222222222222,0.18300653594771243,0.1669119289533458,0.006202546302090781
500100006,,,,
500100007,,,,
500100008,,,,
500100009,0.0,0.0,0.0997265434921684,0.0010149488309793167
500100010,0.0,0.0,0.16658045481791475,0.0009061081701766255
500100011,,,,
500100012,0.004741625558844181,0.0002242680540793369,0.2966983485424334,0.011959553218056859
500100013,,,,
500100014,,,,
500100015,0.0435882451559882,0.04002286715282114,0.2856077970013108,0.004190862362412839
500100016,0.0,0.0,0.21249350330507305,0.012718904264477669
500100017,0.03194695264763993,0.0017541046040324944,0.16986566671647937,8.200473784573783e-05
500100018,,,,
500100019,0.36363636363636365,0.2545454545454546,0.058498057026458716,0.00017575002471287974
500100020,0.2857142857142857,0.23809523809523817,0.14448099214901547,0.007260052535959826
500100021,0.09989028321495663,0.03377976849234745,0.07317730983011407,0.006549299164222913
500100022,0.5397503719600373,0.24200742010819895,0.1385890789748699,0.004100988497803088
500100023,0.15384615384615385,0.141025641025641,0.11175825541699347,0.005072398918408661
500100024,0.045454545454545456,0.04545454545454548,0.3393074494950777,0.015151342352943215
500100025,,,,
500100026,,,,
500100027,,,,
500100028,,,,
500100029,0.0,0.0,0.045994953669135426,0.00016919363831363656
500100030,0.11861648705529518,0.09410091042259024,0.039424702911851496,0.0006521730623146196
500100031,0.05,0.04999999999999999,0.07276275583600265,0.0007604007685182884
500100032,0.0,0.0,0.06409006932066016,0.0003145717108357394
500100033,0.0,0.0,0.07044031239487815,0.0019218030386028335
500100034,0.0,0.0,0.17449845936763442,0.0016216288894661424
500100035,0.06666666666666667,0.06666666666666668,0.1398079987138867,0.0014494606253613903
500100036,0.0,0.0,0.17314783047994628,0.005974618626999552
500100037,,,,
500100038,0.050721150804431944,0.0027848412854909383,0.2235480496970736,0.00044746885574507427
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,0.04920738660565628,0.016844882698990905,0.3705904747744099,0.02022879268148638
500100044,0.0,0.0,0.03182876120513742,0.0007292045081819357
500100045,0.025766879629539892,0.0012458013933310708,0.06955546796214465,0.0023792294023072813
500100046,,,,
500100047,0.0,0.0,0.05714720474795908,0.0013591003661626994
500100048,0.0,0.0,0.15365008698309096,0.0016017118216405688
500100049,0.0,0.0,0.06786330309180733,8.076486571884169e-06
500100050,0.01526690249807225,0.0010841999800124788,0.09843196499732289,0.002440386132219756
500100051,0.0,0.0,0.3320185040643258,0.027692640065859992
500100052,,,,
500100053,,,,
500100054,0.1,0.09310344827586205,0.38640887091615034,0.0033861120614204205
500100055,0.5,0.2777777777777778,0.3487188785743662,0.10854087889841815
500100056,0.013821891346690813,0.0008639303585979623,0.13966162489764916,0.005101684332251232
500100057,,,,
500100058,0.0,0.0,0.158747651227258,0.009692443364367738
500100059,0.05263157894736842,0.05263157894736842,0.19584233421494726,0.004840493706078075
500100060,0.0,0.0,0.21407489972759025,0.0017401538755106238
500100061,0.04512487201938423,0.003304646341014515,0.39170691255802353,0.013711611100263976
500100062,0.03333333333333333,0.03333333333333332,0.04651126715467707,0.003304714599318146
500100063,0.04998064257889672,0.04523809916362597,0.19323940520986027,0.018013008611543938
500100064,0.05555555555555555,0.05555555555555556,0.07878609551199742,0.0013893071105828486
500100065,0.04390783768127952,0.005284091151457673,0.2172483996950423,0.010833009615281601
500100066,0.0,0.0,0.20523048270329777,0.016252952661038118
