QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146004,0.047909653197091964,0.3991490535608182,0.3991490535608182,0.3706312109928514
1173003,0.023253016220085933,0.29014520338049743,0.29014520338049743,0.27593680176033114
1173005,0.03171054553900554,0.2305239898989899,0.2305239898989899,0.22542909102048883
1213249,0.006872384065757361,0.26136363636363635,0.26136363636363635,0.2608695652173913
500000005,0.14637353583551233,0.4653246753246753,0.4653246753246753,0.45373058314234777
500100002,0.1074281239828231,0.389148362805161,0.389148362805161,0.38656286367790865
500100004,0.30761411011884965,0.5551680349377719,0.5551680349377718,0.5484948037892986
500100005,0.06263753070482495,0.3781655844155844,0.37816558441558445,0.369004035126626
500100009,0.1876225954100909,0.4996504157218442,0.4996504157218442,0.4828723339464733
500100010,0.14765077781740785,0.48490540323873654,0.48490540323873654,0.47290582505846557
500100012,0.07330302596897337,0.3652594954065542,0.3652594954065542,0.35424838582647916
500100015,0.09888270230827381,0.5670634920634919,0.5670634920634919,0.5635854341736695
500100016,0.007566365429877243,0.2550694444444444,0.25506944444444446,0.24321361644891057
500100017,0.5801021183234654,0.7880952380952382,0.788095238095238,0.7837902837902837
500100019,0.19256542808632485,0.5147909163665467,0.5147909163665467,0.4994472747157103
500100020,0.03349553744986973,0.35671811740890685,0.35671811740890685,0.34504456562927327
500100021,0.030998948127181493,0.24911976911976913,0.24911976911976913,0.24152434614138746
500100022,0.19942227372351115,0.4946428571428571,0.4946428571428571,0.48922170675819515
500100023,0.09652426802866196,0.38478535353535354,0.3847853535353536,0.37498187156143403
500100024,0.030355801828862047,0.3142178192178192,0.3142178192178192,0.31121604406272596
500100029,0.0797813645303447,0.43252765752765754,0.43252765752765754,0.41945771744196836
500100030,0.13878386079149116,0.43373015873015863,0.4337301587301587,0.41414483234916677
500100031,0.1425797582883107,0.4509345152202295,0.4509345152202294,0.433008296282909
500100032,0.2302427084736687,0.524702380952381,0.524702380952381,0.5182339435787712
500100033,0.033987657401916525,0.39183673469387753,0.3918367346938776,0.3856488749345892
500100034,0.14710730221389412,0.4258898508898508,0.42588985088985093,0.41730195052849517
500100035,0.07757538947218663,0.4188816738816739,0.4188816738816739,0.411995878766642
500100036,0.27586313574280374,0.536422902494331,0.536422902494331,0.5343312324929972
500100038,0.4133571031627635,0.6700727513227513,0.6700727513227513,0.6612750633316755
500100043,0.10664976471203329,0.4294105894105894,0.4294105894105894,0.42479273061881767
500100044,0.025035642510055706,0.31666666666666665,0.3166666666666666,0.30658730158730163
500100045,0.04791291223441442,0.38101851851851853,0.3810185185185185,0.3762667289137877
500100047,0.025041060706068215,0.29916666666666664,0.2991666666666667,0.29797471620227034
500100048,0.2086877649498054,0.6870879120879122,0.6870879120879122,0.6857119329945417
500100049,0.30522261124151995,0.7890909090909088,0.789090909090909,0.7881096681096681
500100050,0.08140642126459971,0.36910256410256403,0.3691025641025641,0.36410512447125715
500100051,0.05207065139628129,0.3463353775853774,0.3463353775853775,0.3344284719997915
500100054,0.23640963474956694,0.5702075702075702,0.5702075702075702,0.5436437348968677
500100055,0.010219239874388771,0.24775964775964773,0.24775964775964773,0.2448484848484848
500100056,0.011273858844783841,0.3747835497835498,0.3747835497835498,0.36179258649846885
500100058,0.01454977630138329,0.2172087172087172,0.2172087172087172,0.21584740601739624
500100059,0.10009611322826933,0.41551355390641104,0.41551355390641104,0.4098910794237613
500100060,0.11304938907895183,0.4814333814333815,0.4814333814333815,0.47911516038354884
500100061,0.21661832246827067,0.5183344433344433,0.5183344433344433,0.5167303356868576
500100062,0.038697101567532054,0.3500560451453309,0.35005604514533084,0.34137354794696684
500100063,0.04318873274375406,0.37046296296296294,0.37046296296296305,0.3471867123950401
500100064,0.012914006556420748,0.26888888888888884,0.26888888888888884,0.2593253968253968
500100065,0.03679806803000813,0.3167783274926132,0.3167783274926132,0.30847060821629596
500100066,0.021922905353426055,0.3624649859943978,0.3624649859943978,0.33437543665158737
