QUESTIONNAIRE_ID,VARIABILITY
1146004,0.14285714285714285
1173003,0.5
1173005,0.5
1213249,0.5
500000005,0.2
500100002,0.125
500100004,0.125
500100005,0.25
500100009,0.14285714285714285
500100010,0.25
500100012,0.4
500100015,0.6666666666666666
500100016,0.4
500100017,0.14285714285714285
500100019,0.2857142857142857
500100020,0.4
500100021,0.16666666666666666
500100022,0.2857142857142857
500100023,0.14285714285714285
500100024,0.3333333333333333
500100029,0.14285714285714285
500100030,0.16666666666666666
500100031,0.14285714285714285
500100032,0.125
500100033,0.14285714285714285
500100034,0.16666666666666666
500100035,0.16666666666666666
500100036,0.125
500100038,0.14285714285714285
500100043,0.2
500100044,0.2
500100045,0.5
500100047,0.8
500100048,0.75
500100049,0.16666666666666666
500100050,0.2
500100051,0.3333333333333333
500100054,0.14285714285714285
500100055,0.8333333333333334
500100056,0.6
500100058,0.2857142857142857
500100059,0.14285714285714285
500100060,0.14285714285714285
500100061,0.16666666666666666
500100062,0.125
500100063,0.16666666666666666
500100064,0.2
500100065,0.14285714285714285
500100066,0.2857142857142857
