QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,,,,
1146004,0.0,0.0,0.0,0.0
1173001,,,,
1173002,,,,
1173003,,,,
1173004,,,,
1173005,,,,
1213249,,,,
1433792,,,,
5100002,,,,
5100003,,,,
500000002,0.0,0.0,0.07522747586370963,0.0010904212412504975
500000003,0.2,0.1655172413793104,0.10164211025061622,0.0014718603879926057
500000005,,,,
500100002,0.0,0.0,0.29896628307797624,0.0167674369952723
500100003,,,,
500100004,,,,
500100005,,,,
500100006,0.0,0.0,0.1400218883332242,0.018309467195957104
500100007,0.0,0.0,0.20500412118273878,0.023722292081687742
500100008,0.26666666666666666,0.20952380952380958,0.20689589604239586,0.0005207670651396169
500100009,0.0,0.0,0.09071309263818017,0.0015773316188473063
500100010,,,,
500100011,,,,
500100012,0.05,0.04999999999999999,0.06305977618331944,0.0016724807879137408
500100013,,,,
500100014,,,,
500100015,,,,
500100016,,,,
500100017,,,,
500100018,,,,
500100019,,,,
500100020,,,,
500100021,,,,
500100022,,,,
500100023,,,,
500100024,,,,
500100025,,,,
500100026,,,,
500100027,,,,
500100028,,,,
500100029,,,,
500100030,,,,
500100031,,,,
500100032,,,,
500100033,,,,
500100034,,,,
500100035,0.06666666666666667,0.06666666666666668,0.0812584293316865,0.0013898439314180748
500100036,,,,
500100037,,,,
500100038,,,,
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,,,,
500100044,,,,
500100045,,,,
500100046,,,,
500100047,,,,
500100048,,,,
500100049,,,,
500100050,,,,
500100051,0.0,0.0,0.3468815643131351,0.030661320876287937
500100052,,,,
500100053,,,,
500100054,,,,
500100055,0.058823529411764705,0.05882352941176471,0.2751951538402755,0.01620736541165621
500100056,,,,
500100057,,,,
500100058,,,,
500100059,,,,
500100060,,,,
500100061,,,,
500100062,,,,
500100063,0.006452079910455566,0.0002966249341191992,0.2964354746731486,0.014327111378099434
500100064,0.0,0.0,0.07490458154525854,0.0010576973892373605
500100065,0.15930824352764758,0.133003948942669,0.3803179034147119,0.0009595485691391616
500100066,0.05489318964423614,0.04141596505512678,0.06342116509678798,1.6576118043700542e-05
