QUESTIONNAIRE_ID,ASW_ROUGE_SCORE_MEAN,ASW_ROUGE_SCORE_VAR,QST_ROUGE_SCORE_MEAN,QST_ROUGE_SCORE_VAR
1146002,,,,
1146004,0.0,0.0,0.0,0.0
1173001,,,,
1173002,,,,
1173003,,,,
1173004,,,,
1173005,,,,
1213249,,,,
1433792,,,,
5100002,,,,
5100003,,,,
500000002,0.08333333333333333,0.05017921146953403,0.1836468855218855,0.00626577810633997
500000003,0.3333333333333333,0.18390804597701144,0.26642366348248697,0.0011506811006707486
500000005,,,,
500100002,0.02545454545454545,0.004524203069657611,0.43778427315690943,0.02530950991978695
500100003,,,,
500100004,,,,
500100005,,,,
500100006,0.0,0.0,0.36507936507936506,0.012597631645250691
500100007,0.0,0.0,0.37666392993979203,0.01984937059775688
500100008,0.26666666666666666,0.20952380952380958,0.2953686824654566,0.001537218933103136
500100009,0.10256410256410256,0.06267806267806268,0.1970523081898294,0.006445473592597994
500100010,,,,
500100011,,,,
500100012,0.05,0.04999999999999999,0.22811067193675888,0.006597689699885948
500100013,,,,
500100014,,,,
500100015,,,,
500100016,,,,
500100017,,,,
500100018,,,,
500100019,,,,
500100020,,,,
500100021,,,,
500100022,,,,
500100023,,,,
500100024,,,,
500100025,,,,
500100026,,,,
500100027,,,,
500100028,,,,
500100029,,,,
500100030,,,,
500100031,,,,
500100032,,,,
500100033,,,,
500100034,,,,
500100035,0.06666666666666667,0.06666666666666668,0.3277392344497608,0.002696642705066278
500100036,,,,
500100037,,,,
500100038,,,,
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,,,,
500100044,,,,
500100045,,,,
500100046,,,,
500100047,,,,
500100048,,,,
500100049,,,,
500100050,,,,
500100051,0.0,0.0,0.5093639478337755,0.020491464992727654
500100052,,,,
500100053,,,,
500100054,,,,
500100055,0.058823529411764705,0.05882352941176471,0.501025641025641,0.003424063116370807
500100056,,,,
500100057,,,,
500100058,,,,
500100059,,,,
500100060,,,,
500100061,,,,
500100062,,,,
500100063,0.054603174603174605,0.015334845049130767,0.4580309786831526,0.007201817048231978
500100064,0.0,0.0,0.295784601938662,0.006475312860707587
500100065,0.18333333333333332,0.145906432748538,0.5788532412670344,0.0023325535706012826
500100066,0.13333333333333333,0.08101851851851852,0.1793184885290148,0.0017130327765848773
