QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1146004,0.0,0,Yes,Happy,0.0,0.0,0.0
1146004,0.0,1,No,Happy,0.0,0.0,0.0
1146004,1.0,0,"Yes, it is very quiet",Happy,0.0,0.0,0.0
1146004,1.0,1,"Yes, it is quiet but there are some noises",Happy,0.0,0.0,0.0
1146004,1.0,2,"No, it is too noisy",Happy,0.0,0.0,0.0
1146004,2.0,0,"Yes, I have plenty of space",Happy,0.0,0.0,0.0
1146004,2.0,1,"Yes, I have just enough space",Happy,0.0,0.0,0.0
1146004,2.0,2,"No, I do not have enough space",Happy,0.0,0.0,0.0
1146004,3.0,0,"Yes, I love it",Happy,0.0,0.0,0.0
1146004,3.0,1,"Yes, it is good",Happy,0.0,0.0,0.0
1146004,3.0,2,"No, I do not like it",Happy,0.0,0.0,0.0
1146004,4.0,0,Yes,Happy,0.0,0.0,0.0
1146004,4.0,1,No,Happy,0.0,0.0,0.0
500000002,0.0,0,1,Agree,0.0,0.0,0.0
500000002,0.0,1,2,Agree,0.0,0.0,0.0
500000002,0.0,2,3,Agree,0.0,0.0,0.0
500000002,0.0,3,4,Agree,0.0,0.0,0.0
500000002,0.0,4,5,Agree,0.0,0.0,0.0
500000002,0.0,5,6,Agree,0.0,0.0,0.0
500000002,0.0,6,7,Agree,0.0,0.0,0.0
500000002,0.0,7,8,Agree,0.0,0.0,0.0
500000002,0.0,8,9,Agree,0.0,0.0,0.0
500000002,0.0,9,10,Agree,0.0,0.0,0.0
500000002,1.0,0,"Yes, always",Agree,0.0,0.0,0.0
500000002,1.0,1,"Yes, sometimes",Agree,0.0,0.0,0.0
500000002,1.0,2,"No, never",Agree,0.0,0.0,0.0
500000002,2.0,0,Strongly agree,Agree,0.0,0.0,0.0
500000002,2.0,1,Somewhat agree,Agree,0.0,0.0,0.0
500000002,2.0,2,Somewhat disagree,Agree,0.0,0.0,0.0
500000002,2.0,3,Strongly disagree,Agree,0.0,0.0,0.0
500000002,3.0,0,"Yes, always",Agree,0.0,0.0,0.0
500000002,3.0,1,"Yes, sometimes",Agree,0.0,0.0,0.0
500000002,3.0,2,"No, never",Agree,0.0,0.0,0.0
500000002,4.0,0,"Yes, always",Agree,0.0,0.0,0.0
500000002,4.0,1,"Yes, sometimes",Agree,0.0,0.0,0.0
500000002,4.0,2,"No, never",Agree,0.0,0.0,0.0
500000002,5.0,0,"Yes, always",Agree,0.0,0.0,0.0
500000002,5.0,1,"Yes, sometimes",Agree,0.0,0.0,0.0
500000002,5.0,2,"No, never",Agree,0.0,0.0,0.0
500000002,6.0,0,"Yes, always",Agree,0.0,0.0,0.0
500000002,6.0,1,"Yes, sometimes",Agree,0.0,0.0,0.0
500000002,6.0,2,"No, never",Agree,0.0,0.0,0.0
500000002,7.0,0,"Yes, always",Agree,0.0,0.0,0.0
500000002,7.0,1,"Yes, sometimes",Agree,0.0,0.0,0.0
500000002,7.0,2,"No, never",Agree,0.0,0.0,0.0
500000003,0.0,0,Always,Agree,0.0,0.0,0.0
500000003,0.0,1,Mostly,Agree,0.0,0.0,0.0
500000003,0.0,2,Sometimes,Agree,0.0,0.0,0.0
500000003,0.0,3,Rarely,Agree,0.0,0.0,0.0
500000003,0.0,4,Never,Agree,0.0,0.0,0.0
500000003,1.0,0,Strongly agree,Agree,0.0,0.0,0.0
500000003,1.0,1,Agree,Agree,1.0,0.5,0.5
500000003,1.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,1.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,1.0,4,Strongly disagree,Agree,0.0,0.0,0.0
500000003,2.0,0,Strongly agree,Agree,0.0,0.0,0.0
500000003,2.0,1,Agree,Agree,1.0,0.5,0.5
500000003,2.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,2.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,2.0,4,Strongly disagree,Agree,0.0,0.0,0.0
500000003,3.0,0,Strongly agree,Agree,0.0,0.0,0.0
500000003,3.0,1,Agree,Agree,1.0,0.5,0.5
500000003,3.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,3.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,3.0,4,Strongly disagree,Agree,0.0,0.0,0.0
500000003,4.0,0,Strongly agree,Sales,0.0,0.0,0.0
500000003,4.0,1,Agree,Sales,0.0,0.0,0.0
500000003,4.0,2,Neutral,Sales,0.0,0.0,0.0
500000003,4.0,3,Disagree,Sales,0.0,0.0,0.0
500000003,4.0,4,Strongly disagree,Sales,0.0,0.0,0.0
500000003,5.0,0,Strongly agree,In 6 Months,0.0,0.0,0.0
500000003,5.0,1,Agree,In 6 Months,0.0,0.0,0.0
