QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1173001,0,How often do you work remotely?,How often do you exceed your regular scheduled time when working from home?,0.1969486916579088,0.043868349743517956,0.0031349190490359657
1173001,1,What is your favorite thing about working remotely?,How satisfied are you with your experience working from home?,0.0671151741972847,0.03980129451609541,0.00026681368040449785
1173001,2,What challenges do you face while working remotely?,How often do you exceed your regular scheduled time when working from home?,0.1238889472889624,0.0590844469133122,0.0011583887691636572
1173001,3,How do you stay connected with your team while working remotely?,How satisfied are you with your experience working from home?,0.2132007163556104,0.09118582876018325,0.0036713750572939102
1173005,0,How satisfied are you with your job?,Did you get support from your teammates?,0.0962613048167606,0.04507688979182457,0.0017490811285036628
1173005,1,What do you like most about working for our company?,What could we do better?,0.0715322008763116,0.06536402357011832,0.00010020669825458104
1173005,2,What do you like least about working for our company?,What could we do better?,0.0715322008763116,0.06309279282757702,0.0001060215423813854
1173005,3,How would you rate the support you receive from your supervisor?,Did you get support from your teammates?,0.1906925178491184,0.07191244016071865,0.006794931964607398
1173005,4,What changes would you like to see in our company's policies or procedures?,What worked the most for you (put at the top what worked the best),0.0530988148925598,0.04368624013880978,3.937625044219212e-05
500000005,0,How would you rate the overall quality of the course?,How do you rate this course?,0.2108185106778919,0.06980162223066913,0.007579205909674296
500000005,1,What did you find most engaging or enjoyable about the course?,How do you rate this course?,0.0660288541995552,0.035749431791518745,0.0011273536500457598
500000005,2,What did you find most challenging or difficult about the course?,How do you rate this course?,0.0660288541995552,0.035749431791518745,0.0011273536500457598
500000005,3,How would you rate the instructor's teaching style?,How do you rate this course?,0.2314550249431378,0.07958746873247728,0.00918843913608874
500000005,4,What suggestions do you have for improving the course?,How do you rate this course?,0.2041241452319315,0.09727451214484197,0.010531270342990002
500100021,0,Do you follow proper lifting techniques to avoid injury?,Do you feel that the company provides adequate resources and support to maintain a safe and healthy work environment?,0.0671962372526343,0.023612046711253682,0.0006553790207058785
500100021,1,Are you aware of the emergency exit locations in the workplace?,Are you aware of the health and safety protocols and procedures in place within the company?,0.3202403785058928,0.0856743496317353,0.013936400224478038
500100021,2,Do you wear personal protective equipment (PPE) when required?,Do you feel that the company provides adequate resources and support to maintain a safe and healthy work environment?,0.0548654979679842,0.019160258873651918,0.0004365921654830556
500100021,3,Have you received training on fire safety procedures?,Any additional comments or suggestions regarding health and safety measures?,0.0474575947954164,0.02705551519017318,0.00019785402635556144
