QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1173001,0.01838981030923639,0.45959595959595956,0.45959595959595956,0.4437472357363998
1173005,0.051028865542186254,0.2811038961038961,0.28110389610389613,0.2747675070028011
500000005,0.06483550290477863,0.366969696969697,0.3669696969696969,0.3653937874990507
500100021,0.00991863504437907,0.14232711732711734,0.14232711732711734,0.13958963808809013
500100024,0.006035391436867005,0.2610119047619048,0.2610119047619048,0.23674745017624269
500100026,0.06044437131037825,0.4223935786435786,0.4223935786435786,0.40627561865951956
500100027,0.007751880842022769,0.23737096237096234,0.23737096237096236,0.23460700866497972
500100028,0.01626034286611308,0.38239538239538234,0.38239538239538234,0.3797993311036789
500100030,0.08180221235422862,0.27426103988603984,0.27426103988603984,0.26684757452604074
500100035,0.06331067012169936,0.37745192307692305,0.37745192307692305,0.3644290844365807
500100039,0.006084322359428237,0.13095238095238096,0.13095238095238096,0.12777777777777777
500100042,0.00818146329452874,0.17916666666666667,0.17916666666666667,0.1777777777777778
500100043,0.043836721683212815,0.3097222222222222,0.30972222222222223,0.3022977022977023
500100048,0.21888135861217906,0.5694444444444444,0.5694444444444444,0.5666666666666667
500100054,0.008229442220327657,0.2955128205128205,0.2955128205128205,0.29161358233822
