QUESTIONNAIRE_ID,ASW_ROUGE_SCORE_MEAN,ASW_ROUGE_SCORE_VAR,QST_ROUGE_SCORE_MEAN,QST_ROUGE_SCORE_VAR
1146002,,,,
1146004,,,,
1173001,0.11414141414141414,0.07080910111213141,0.377610693400167,0.021473901964602398
1173002,,,,
1173003,,,,
1173004,,,,
1173005,0.14814814814814814,0.05169753086419753,0.2812698412698412,0.011557571176618799
1213249,,,,
1433792,,,,
5100002,,,,
5100003,,,,
500000002,,,,
500000003,,,,
500000005,0.125,0.11666666666666667,0.36,0.011750000000000002
500100002,,,,
500100003,,,,
500100004,,,,
500100005,,,,
500100006,,,,
500100007,,,,
500100008,,,,
500100009,,,,
500100010,,,,
500100011,,,,
500100012,,,,
500100013,,,,
500100014,,,,
500100015,,,,
500100016,,,,
500100017,,,,
500100018,,,,
500100019,,,,
500100020,,,,
500100021,0.3444444444444444,0.07851851851851852,0.26263227513227505,0.021991418738277212
500100022,,,,
500100023,,,,
500100024,0.06666666666666667,0.06666666666666668,0.22418380230880228,0.0012679966050163562
500100025,,,,
500100026,0.0,0.0,0.43669467787114846,0.008467230029266607
500100027,0.0,0.0,0.46742424242424235,0.01737603305785124
500100028,0.0,0.0,0.48137254901960774,0.05692329873125719
500100029,,,,
500100030,0.3275,0.11559283625730991,0.30919167039856693,0.007446470879111368
500100031,,,,
500100032,,,,
500100033,,,,
500100034,,,,
500100035,0.4262626262626263,0.2111425364758698,0.49966429269655077,0.010436070642152512
500100036,,,,
500100037,,,,
500100038,,,,
500100039,0.0,0.0,0.4334365325077399,0.029790374680098534
500100040,,,,
500100041,,,,
500100042,0.1912121212121212,0.11107529843893481,0.43796662274923154,0.03558921546333475
500100043,0.203125,0.08052662037037035,0.5155471220746363,0.042771616935933954
500100044,,,,
500100045,,,,
500100046,,,,
500100047,,,,
500100048,0.0,0.0,0.5245303274288782,6.071276999419961e-05
500100049,,,,
500100050,,,,
500100051,,,,
500100052,,,,
500100053,,,,
500100054,0.0,0.0,0.491606170598911,0.032392501452015394
500100055,,,,
500100056,,,,
500100057,,,,
500100058,,,,
500100059,,,,
500100060,,,,
500100061,,,,
500100062,,,,
500100063,,,,
500100064,,,,
500100065,,,,
500100066,,,,
