QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
1173005,0.0,0,Very satisfied,Very often,0.5,0.08333333333333333,0.04166666666666667
1173005,0.0,1,Somewhat satisfied,Always,0.0,0.0,0.0
1173005,0.0,2,Neutral,Always,0.0,0.0,0.0
1173005,0.0,3,Somewhat dissatisfied,Always,0.0,0.0,0.0
1173005,0.0,4,Very dissatisfied,Very often,0.5,0.08333333333333333,0.04166666666666667
1173005,1.0,0,Job responsibilities,Working with Teammates,0.0,0.0,0.0
1173005,1.0,1,Work-life balance,Working with Teammates,0.3333333333333333,0.05555555555555555,0.018518518518518517
1173005,1.0,2,Colleagues and teamwork,Coaching and Mentoring,0.3333333333333333,0.05555555555555555,0.018518518518518517
1173005,1.0,3,Manager and leadership,Coaching and Mentoring,0.3333333333333333,0.05555555555555555,0.018518518518518517
1173005,1.0,4,Other (please specify),Working with Teammates,0.0,0.0,0.0
1213249,0.0,0,Excellent,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,1,Good,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,2,Fair,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,3,Poor,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
500000003,0.0,0,Very Satisfied,Agree,0.0,0.0,0.0
500000003,0.0,1,Somewhat Satisfied,Agree,0.0,0.0,0.0
500000003,0.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,0.0,3,Somewhat Dissatisfied,Agree,0.0,0.0,0.0
500000003,0.0,4,Very Dissatisfied,Agree,0.0,0.0,0.0
500000003,1.0,0,Recognition,Agree,0.0,0.0,0.0
500000003,1.0,1,Autonomy,Agree,0.0,0.0,0.0
500000003,1.0,2,Sense of Accomplishment,Agree,0.0,0.0,0.0
500000003,1.0,3,Opportunities for Growth,Agree,0.0,0.0,0.0
500000003,1.0,4,Other,Agree,0.0,0.0,0.0
500000003,2.0,0,Very Easy,Agree,0.0,0.0,0.0
500000003,2.0,1,Somewhat Easy,Agree,0.0,0.0,0.0
500000003,2.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,2.0,3,Somewhat Difficult,Agree,0.0,0.0,0.0
500000003,2.0,4,Very Difficult,Agree,0.0,0.0,0.0
500000003,3.0,0,Lack of Resources,Agree,0.0,0.0,0.0
500000003,3.0,1,Insufficient Training,Agree,0.0,0.0,0.0
500000003,3.0,2,Poor Communication,Agree,0.0,0.0,0.0
500000003,3.0,3,Unclear Expectations,Agree,0.0,0.0,0.0
500000003,3.0,4,Other,Agree,0.0,0.0,0.0
500000003,4.0,0,Very Effective,Sales,0.0,0.0,0.0
500000003,4.0,1,Somewhat Effective,Sales,0.0,0.0,0.0
500000003,4.0,2,Neutral,Sales,0.0,0.0,0.0
500000003,4.0,3,Somewhat Ineffective,Sales,0.0,0.0,0.0
500000003,4.0,4,Very Ineffective,Sales,0.0,0.0,0.0
500000003,5.0,0,Taking on More Responsibilities,More than 2 years,0.25,0.0625,0.015625
500000003,5.0,1,Developing New Skills,In 6 Months,0.0,0.0,0.0
500000003,5.0,2,Mentoring Others,In 6 Months,0.0,0.0,0.0
500000003,5.0,3,Leading a Project,In 6 Months,0.0,0.0,0.0
500000003,5.0,4,Other,In 6 Months,0.0,0.0,0.0
500000005,0.0,0,Excellent,Excellent,1.0,0.25,0.25000000000000006
500000005,0.0,1,Good,Good,1.0,0.25,0.25000000000000006
