QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,,,,
1146004,0.2,0.16551724137931037,0.0,0.0
1173001,,,,
1173002,,,,
1173003,,,,
1173004,,,,
1173005,,,,
1213249,,,,
1433792,,,,
5100002,,,,
5100003,,,,
500000002,0.0,0.0,0.05424430572852038,0.0002653904525210909
500000003,,,,
500000005,,,,
500100002,,,,
500100003,,,,
500100004,,,,
500100005,,,,
500100006,0.04516341914142505,0.020336613333577686,0.19574584799583103,0.012487545775035674
500100007,0.03333333333333333,0.03333333333333333,0.2714196152809691,0.004985009584145267
500100008,,,,
500100009,,,,
500100010,,,,
500100011,,,,
500100012,0.05,0.04999999999999999,0.09035965929301021,0.002092674616397494
500100013,,,,
500100014,,,,
500100015,,,,
500100016,,,,
500100017,,,,
500100018,,,,
500100019,,,,
500100020,,,,
500100021,,,,
500100022,,,,
500100023,,,,
500100024,,,,
500100025,,,,
500100026,,,,
500100027,,,,
500100028,,,,
500100029,,,,
500100030,,,,
500100031,,,,
500100032,,,,
500100033,,,,
500100034,,,,
500100035,,,,
500100036,,,,
500100037,0.0,0.0,0.062285093050957044,5.624704174777578e-05
500100038,,,,
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,,,,
500100044,,,,
500100045,,,,
500100046,,,,
500100047,0.04814507895327443,0.0028941443006309004,0.3511125473333577,0.015839301531216713
500100048,,,,
500100049,,,,
500100050,,,,
500100051,0.0,0.0,0.3364493309880302,0.03348287521334662
500100052,0.0,0.0,0.2628428512346403,0.006053103733439715
500100053,0.03442651863295481,0.008253968253968248,0.19009438348094262,0.022413823445110635
500100054,0.0,0.0,0.127942113678796,0.001290384287009418
500100055,0.15,0.13421052631578947,0.437745857375549,0.10598291834163062
500100056,,,,
500100057,,,,
500100058,,,,
500100059,,,,
500100060,,,,
500100061,,,,
500100062,,,,
500100063,0.04859858705019189,0.04016913914319949,0.10784497005296516,6.700923800816307e-05
500100064,0.7368421052631579,0.2046783625730994,0.1638240531451607,0.01040524586632745
500100065,0.018616487055295162,0.003465735902799723,0.18153918162637128,0.011748223762062361
500100066,0.05,0.04999999999999999,0.17194921787361503,0.004416634533959577
