ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Friendly and collaborative,Less than 1 year,0
0,0.0,Friendly and collaborative,1-3 years,0
0,0.0,Friendly and collaborative,3-5 years,0
0,0.0,Friendly and collaborative,5-10 years,0
0,0.0,Friendly and collaborative,More than 10 years,0
1,0.0,Professional and formal,Less than 1 year,0
1,0.0,Professional and formal,1-3 years,0
1,0.0,Professional and formal,3-5 years,0
1,0.0,Professional and formal,5-10 years,0
1,0.0,Professional and formal,More than 10 years,0
2,0.0,Stressful and chaotic,Less than 1 year,0
2,0.0,Stressful and chaotic,1-3 years,0
2,0.0,Stressful and chaotic,3-5 years,0
2,0.0,Stressful and chaotic,5-10 years,0
2,0.0,Stressful and chaotic,More than 10 years,0
3,0.0,Other (please specify): __________________,Less than 1 year,0
3,0.0,Other (please specify): __________________,1-3 years,0
3,0.0,Other (please specify): __________________,3-5 years,0
3,0.0,Other (please specify): __________________,5-10 years,0
3,0.0,Other (please specify): __________________,More than 10 years,0
0,1.0,"Yes, always",1,0
0,1.0,"Yes, always",2,0
0,1.0,"Yes, always",3,0
0,1.0,"Yes, always",4,0
0,1.0,"Yes, always",5,0
0,1.0,"Yes, always",6,0
0,1.0,"Yes, always",7,0
0,1.0,"Yes, always",8,0
0,1.0,"Yes, always",9,0
0,1.0,"Yes, always",10,0
1,1.0,"Yes, sometimes",1,0
1,1.0,"Yes, sometimes",2,0
1,1.0,"Yes, sometimes",3,0
1,1.0,"Yes, sometimes",4,0
1,1.0,"Yes, sometimes",5,0
1,1.0,"Yes, sometimes",6,0
1,1.0,"Yes, sometimes",7,0
1,1.0,"Yes, sometimes",8,0
1,1.0,"Yes, sometimes",9,0
1,1.0,"Yes, sometimes",10,0
2,1.0,"No, not often",1,0
2,1.0,"No, not often",2,0
2,1.0,"No, not often",3,0
2,1.0,"No, not often",4,0
2,1.0,"No, not often",5,0
2,1.0,"No, not often",6,0
2,1.0,"No, not often",7,0
2,1.0,"No, not often",8,0
2,1.0,"No, not often",9,0
2,1.0,"No, not often",10,0
3,1.0,"No, never",1,0
3,1.0,"No, never",2,0
3,1.0,"No, never",3,0
3,1.0,"No, never",4,0
3,1.0,"No, never",5,0
3,1.0,"No, never",6,0
3,1.0,"No, never",7,0
3,1.0,"No, never",8,0
3,1.0,"No, never",9,0
3,1.0,"No, never",10,0
0,2.0,1,Collaboration and Teamwork,0
0,2.0,1,Professional Development and Growth,0
0,2.0,1,Recognition and Rewards,0
0,2.0,1,Work-Life Balance,0
0,2.0,1,Inclusivity and Diversity,0
0,2.0,1,Open Communication,0
0,2.0,1,Innovation and Creativity,0
0,2.0,1,Workplace Environment,0
0,2.0,1,Other,0
1,2.0,2,Collaboration and Teamwork,0
1,2.0,2,Professional Development and Growth,0
1,2.0,2,Recognition and Rewards,0
1,2.0,2,Work-Life Balance,0
1,2.0,2,Inclusivity and Diversity,0
1,2.0,2,Open Communication,0
1,2.0,2,Innovation and Creativity,0
1,2.0,2,Workplace Environment,0
1,2.0,2,Other,0
2,2.0,3,Collaboration and Teamwork,0
2,2.0,3,Professional Development and Growth,0
2,2.0,3,Recognition and Rewards,0
2,2.0,3,Work-Life Balance,0
2,2.0,3,Inclusivity and Diversity,0
2,2.0,3,Open Communication,0
2,2.0,3,Innovation and Creativity,0
2,2.0,3,Workplace Environment,0
2,2.0,3,Other,0
3,2.0,4,Collaboration and Teamwork,0
3,2.0,4,Professional Development and Growth,0
3,2.0,4,Recognition and Rewards,0
3,2.0,4,Work-Life Balance,0
3,2.0,4,Inclusivity and Diversity,0
3,2.0,4,Open Communication,0
3,2.0,4,Innovation and Creativity,0
3,2.0,4,Workplace Environment,0
3,2.0,4,Other,0
4,2.0,5,Collaboration and Teamwork,0
4,2.0,5,Professional Development and Growth,0
4,2.0,5,Recognition and Rewards,0
4,2.0,5,Work-Life Balance,0
4,2.0,5,Inclusivity and Diversity,0
4,2.0,5,Open Communication,0
4,2.0,5,Innovation and Creativity,0
4,2.0,5,Workplace Environment,0
4,2.0,5,Other,0
5,2.0,6,Collaboration and Teamwork,0
5,2.0,6,Professional Development and Growth,0
5,2.0,6,Recognition and Rewards,0
5,2.0,6,Work-Life Balance,0
5,2.0,6,Inclusivity and Diversity,0
5,2.0,6,Open Communication,0
5,2.0,6,Innovation and Creativity,0
5,2.0,6,Workplace Environment,0
5,2.0,6,Other,0
6,2.0,7,Collaboration and Teamwork,0
6,2.0,7,Professional Development and Growth,0
6,2.0,7,Recognition and Rewards,0
6,2.0,7,Work-Life Balance,0
6,2.0,7,Inclusivity and Diversity,0
6,2.0,7,Open Communication,0
6,2.0,7,Innovation and Creativity,0
