QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
500100054,0.0,0,Always stressed,Full-time,0.0,0.0,0.0
500100054,0.0,1,Sometimes stressed,Full-time,0.0,0.0,0.0
500100054,0.0,2,Rarely stressed,Full-time,0.0,0.0,0.0
500100054,0.0,3,Never stressed,Full-time,0.0,0.0,0.0
500100054,1.0,0,Always taking breaks,Less than 1 year,0.0,0.0,0.0
500100054,1.0,1,Sometimes taking breaks,Less than 1 year,0.0,0.0,0.0
500100054,1.0,2,Rarely taking breaks,Less than 1 year,0.0,0.0,0.0
500100054,1.0,3,Never taking breaks,Less than 1 year,0.0,0.0,0.0
500100054,2.0,0,Always overwhelmed,1,0.0,0.0,0.0
500100054,2.0,1,Sometimes overwhelmed,1,0.0,0.0,0.0
500100054,2.0,2,Rarely overwhelmed,1,0.0,0.0,0.0
500100054,2.0,3,Never overwhelmed,1,0.0,0.0,0.0
500100054,3.0,0,Always energized,Very often,0.0,0.0,0.0
500100054,3.0,1,Sometimes energized,Sometimes,0.1861648705529516,0.037232974110590324,0.006931471805599446
500100054,3.0,2,Rarely energized,Rarely,0.1861648705529516,0.037232974110590324,0.0069314718055994455
500100054,3.0,3,Never energized,Never,0.1861648705529516,0.037232974110590324,0.006931471805599446
500100054,4.0,0,Always satisfied,Completely agree,0.0,0.0,0.0
500100054,4.0,1,Sometimes satisfied,Completely agree,0.0,0.0,0.0
500100054,4.0,2,Rarely satisfied,Completely agree,0.0,0.0,0.0
500100054,4.0,3,Never satisfied,Completely agree,0.0,0.0,0.0
500100054,5.0,0,Always have enough time,Yes,0.0,0.0,0.0
500100054,5.0,1,Sometimes have enough time,Yes,0.0,0.0,0.0
500100054,5.0,2,Rarely have enough time,Yes,0.0,0.0,0.0
500100054,5.0,3,Never have enough time,Yes,0.0,0.0,0.0
500100061,0.0,0,Very satisfied,1,0.0,0.0,0.0
500100061,0.0,1,Somewhat satisfied,1,0.0,0.0,0.0
500100061,0.0,2,Neutral,1,0.0,0.0,0.0
500100061,0.0,3,Somewhat dissatisfied,1,0.0,0.0,0.0
500100061,0.0,4,Very dissatisfied,1,0.0,0.0,0.0
500100061,1.0,0,Strongly agree,Yes,0.0,0.0,0.0
500100061,1.0,1,Agree,Yes,0.0,0.0,0.0
500100061,1.0,2,Neutral,Yes,0.0,0.0,0.0
500100061,1.0,3,Disagree,Yes,0.0,0.0,0.0
500100061,1.0,4,Strongly disagree,Yes,0.0,0.0,0.0
500100061,2.0,0,Almost always,Excellent,0.0,0.0,0.0
500100061,2.0,1,Usually,Excellent,0.0,0.0,0.0
500100061,2.0,2,Neutral,Neutral,1.0,0.2,0.20000000000000004
500100061,2.0,3,Sometimes,Excellent,0.0,0.0,0.0
500100061,2.0,4,Rarely,Excellent,0.0,0.0,0.0
500100061,3.0,0,Very satisfied,"Yes, always",0.0,0.0,0.0
500100061,3.0,1,Somewhat satisfied,"Yes, always",0.0,0.0,0.0
500100061,3.0,2,Neutral,"Yes, always",0.0,0.0,0.0
500100061,3.0,3,Somewhat dissatisfied,"Yes, always",0.0,0.0,0.0
500100061,3.0,4,Very dissatisfied,"Yes, always",0.0,0.0,0.0
500100061,4.0,0,Strongly agree,Completely agree,0.1861648705529516,0.07446594822118065,0.010397207708399168
500100061,4.0,1,Agree,Completely agree,0.0,0.0,0.0
500100061,4.0,2,Neutral,Neutral,1.0,0.2,0.20000000000000004
500100061,4.0,3,Disagree,Completely agree,0.0,0.0,0.0
500100061,4.0,4,Strongly disagree,Partially disagree,0.1861648705529516,0.07446594822118065,0.010397207708399168
